      player_id         player_name  Tier  Final_agg_score  agg_PR_score  agg_RunD_score  Situational_score        apy                  Role    Est_APY    Pay_flag  Tier_APY_Z
26   00-0038386            J.Carter     2       398.007191      7.713483       28.962547          45.600000   5.451546              Balanced  16.513244   UnderPaid   -0.675253
27   00-0031583           G.Jarrett     2       392.210585      6.740876       31.748303          39.533333  14.500000          Run Defender  14.999033  FairlyPaid    0.427974
28   00-0036130         J.Madubuike     2       379.480100      7.406606       20.982610          71.800000  22.102000           Replacement   9.832725    OverPaid    1.354842
29   00-0038995            B.Bresee     2       374.163995      8.966089       21.516887          54.400000   3.065888  Pass-Rush Specialist  13.386051   UnderPaid   -0.966122
30   00-0032574            M.Pierce     2       373.783946      6.405664       35.422933          22.733333   2.000000          Run Defender  13.214022   UnderPaid   -1.096080
31   00-0033120             K.Clark     2       372.143854      4.006063       21.132918          55.133333  21.333333           Replacement   9.325103    OverPaid    1.261123
32   00-0030063           J.Hankins     2       370.783611      3.890211       34.702617          25.666667   2.115000          Run Defender  12.923376   UnderPaid   -1.082059
33   00-0032164          A.Armstead     2       369.575024      5.732377       22.661975          46.733333  14.500000           Replacement   9.147356    OverPaid    0.427974
34   00-0034782          H.Phillips     2       369.459331      3.335828       34.326101          25.266667   7.500000          Run Defender  12.795092   UnderPaid   -0.425496
35   00-0036942        O.Odighizuwa     2       363.831434      6.696568       29.356632          35.266667  20.000000          Run Defender  12.249911    OverPaid    1.098557
36   00-0035763             M.Roach     2       363.229237      3.674498       40.363351          10.666667   8.766667          Run Defender  12.191575  FairlyPaid   -0.271059
37   00-0035890           T.Wharton     2       359.572019      6.525224       23.332353          39.066667  15.016667           Replacement   8.455211    OverPaid    0.490968
38   00-0035643           J.Simmons     2       353.020417      3.229323       15.871389          52.600000  23.500000           Replacement   8.001882    OverPaid    1.525292
39   00-0036181              T.Tart     2       351.528637      4.702155       34.760885          10.666667  10.000000          Run Defender  11.058124  FairlyPaid   -0.120686
40   00-0033905          L.Ogunjobi     2       343.704717      3.987424       30.036333          25.800000   6.696735          Run Defender  10.300211  FairlyPaid   -0.523434
41   00-0039734             B.Fiske     2       343.440343      9.155937       34.048641          66.000000   2.352531            Every-Down  12.371459   UnderPaid   -1.053098
42   00-0036130         N.Madubuike     2       342.486443      8.053691       29.530201          79.800000  22.102000            Every-Down  12.260195    OverPaid    1.354842
43   00-0038623            D.Stills     2       341.785914      5.247662       35.241127          26.000000   0.993333          Run Defender  10.114335   UnderPaid   -1.218817
44   00-0036916          M.Williams     2       339.410881      3.206663       15.000426          47.866667  26.000000           Replacement   7.060187    OverPaid    1.830103
45   00-0035656          K.Saunders     2       336.046117      4.596567       41.439230           8.666667   1.170000          Run Defender   9.558314   UnderPaid   -1.197277
46   00-0036260            J.Kinlaw     2       332.882499      3.422406       22.661126          28.266667  15.000000           Replacement   6.608465    OverPaid    0.488936
47   00-0039070            G.Dexter     2       330.993328      9.260385       25.652050          31.000000   1.680933              Balanced   9.624079   UnderPaid   -1.134982
48   00-0031270            S.Harris     2       327.550087      4.407834       28.858529          24.266667   3.010000              Balanced   9.270107   UnderPaid   -0.972936
49   00-0036695             N.Jones     2       325.764274      4.615385       40.096556           5.333333   2.000000          Run Defender   8.562299   UnderPaid   -1.096080
50   00-0036624           A.McNeill     2       325.029875      4.891086       22.805786          31.600000  24.250000           Replacement   6.065112    OverPaid    1.616735
51   00-0032667  R.Robertson-Harris     2       317.360347      5.803255       26.234847          32.866667   4.500000              Balanced   8.222580  FairlyPaid   -0.791269
52   00-0038398            K.Brooks     3       306.152531      7.335429       25.940354          28.000000   1.013007              Balanced  13.000000   UnderPaid   -0.774303
53   00-0032759           S.Rankins     3       304.473480      4.423674       26.638495          30.133333   8.500000              Balanced  12.887776  FairlyPaid    0.543526
54   00-0033546         D.Tomlinson     3       294.170613      6.105112       24.315263          27.333333  14.500000           Replacement   8.090090    OverPaid    1.599621
55   00-0034760          N.Shepherd     3       293.658566      4.066455       30.241162          17.800000   4.260000          Run Defender  11.285465   UnderPaid   -0.202781
56   00-0036366         N.Gallimore     3       283.687911      3.668656       29.056638          13.000000   5.000000          Run Defender  10.493720   UnderPaid   -0.072529
57   00-0036903             B.Brown     3       281.925949      0.986878       40.961275           4.666667   7.000000          Run Defender  10.353807  FairlyPaid    0.279502
58   00-0034275          F.Fatukasi     3       280.597617      2.914113       26.915407          17.000000   3.000000           Replacement   7.320234  FairlyPaid   -0.424561
59   00-0031957      R.Nunez-Roches     3       276.151395      2.771773       26.998471          14.400000   4.000000           Replacement   7.068046  FairlyPaid   -0.248545
60   00-0030070           J.Jenkins     3       272.076294      1.981304       30.306074           8.666667   2.000000          Run Defender   9.571670   UnderPaid   -0.600577
61   00-0032265           M.Edwards     3       266.438643      3.412348       11.876853          31.866667   4.750000           Replacement   6.517142  FairlyPaid   -0.116533
62   00-0036568             R.Lopez     3       265.062125      2.027664       30.168329           8.666667   5.250000          Run Defender   9.014693  FairlyPaid   -0.028525
63   00-0036883            T.Togiai     3       260.610714      5.357143       34.642857           6.000000   2.680000          Run Defender   8.661217   UnderPaid   -0.480886
64   00-0034234              P.Ford     3       258.805421      5.286420       28.108324          24.533333   9.200000              Balanced   9.039365  FairlyPaid    0.666737
65   00-0035409            S.Tuttle     3       257.940866      2.720881       29.961416          11.333333   1.400000          Run Defender   8.449211   UnderPaid   -0.706186
66   00-0033860          D.Godchaux     3       255.419072      0.900671       32.339734           6.000000   5.500000          Run Defender   8.248962  FairlyPaid    0.015479
67   00-0036262          D.Hamilton     3       253.489709      2.432165       40.644827          17.333333  11.500000          Run Defender   8.095756  FairlyPaid    1.071574
68   00-0030757            M.Pennel     3       251.969523      3.163074       33.595271          10.000000   0.443722          Run Defender   7.975042   UnderPaid   -0.874506
69   00-0037756             T.Jones     3       249.554714      3.187548       27.416457          10.266667  13.500000           Replacement   5.559491    OverPaid    1.423605
70   00-0034397            T.Settle     3       247.940454      3.356498       19.606423          11.933333   8.000000           Replacement   5.467931  FairlyPaid    0.455518
71   00-0033109          J.Hargrave     3       245.643860      9.683465       35.341633          75.800000  15.000000            Every-Down   8.997785    OverPaid    1.687629
72   00-0037260          D.Davidson     3       242.588441      3.922729       26.945007           7.333333   1.003530              Balanced   7.672773   UnderPaid   -0.775971
73   00-0035674           J.Tillery     3       241.833022      2.907171       19.941848          17.733333   1.790000           Replacement   5.121519  FairlyPaid   -0.637540
74   00-0033582         J.Ledbetter     3       238.612812      1.593816       16.934992           5.533333   1.775000           Replacement   4.938870  FairlyPaid   -0.640180
75   00-0037804            Z.Carter     3       237.013381      2.353813       24.653125           8.666667   0.323611           Replacement   4.848151  FairlyPaid   -0.895648
76   00-0033066          A.Billings     3       233.930626      2.075074       23.630781          19.533333   2.750000           Replacement   4.673298  FairlyPaid   -0.468565
77   00-0038937           Z.Pickens     3       232.045455      3.269537       30.861244           3.000000   0.234000          Run Defender   6.392921   UnderPaid   -0.911421
78   00-0036642            T.Slaton     3       231.624290      1.523109       29.324982           4.333333   7.050000          Run Defender   6.359477  FairlyPaid    0.288303
79   00-0037073             J.Davis     3       230.277054      2.019233       15.547949          14.200000  26.000000           Replacement   4.466069    OverPaid    3.623803
80   00-0034842             T.Bryan     3       229.755809      3.304264       21.791416          13.200000   0.315000           Replacement   4.436504  FairlyPaid   -0.897163
81   00-0039110            K.Benton     3       224.270210      4.854615       27.887878           7.000000   1.833281              Balanced   6.129110  FairlyPaid   -0.629922
82   00-0030386          W.Gholston     3       221.434602      3.045297       30.597585           1.333333   1.377500          Run Defender   5.550339  FairlyPaid   -0.710147
83   00-0032424            D.Reader     3       218.854010      4.395558       21.849993           8.333333  11.000000           Replacement   3.818158    OverPaid    0.983566
84   00-0035667            G.Gaines     3       217.209921      3.495006       21.477986          15.933333   3.500000           Replacement   3.724906  FairlyPaid   -0.336553
85   00-0035278            B.Cowart     3       217.157446      2.686567       29.222171           8.000000   1.337500          Run Defender   5.210701  FairlyPaid   -0.717187
86   00-0037602        S.Okuayinonu     3       215.600000      6.222222       37.333333          10.000000   3.520000          Run Defender   5.087028  FairlyPaid   -0.333033
87   00-0039289            L.Taylor     3       212.101149      6.130268       42.911877           6.000000   1.075000          Run Defender   4.809193  FairlyPaid   -0.763391
88   00-0036981           C.Barmore     3       206.002927      9.163415       34.157724          39.600000  21.000000            Every-Down   5.207591    OverPaid    2.743724
89   00-0027885            L.Joseph     3       204.296786      3.554751       33.955372           4.666667   2.500000          Run Defender   4.189468  FairlyPaid   -0.512569
90   00-0036337             J.Lynch     3       200.048586      2.448980       31.843772           8.800000   1.170000          Run Defender   3.852129  FairlyPaid   -0.746670
91   00-0037459            K.Hinish     3       198.110638      1.838517       20.563155          12.666667   1.800000           Replacement   2.641601  FairlyPaid   -0.635780
92   00-0027969           C.Heyward     3       197.246302      7.398132       36.234827          66.600000  14.500000          Run Defender   3.629606    OverPaid    1.599621
93   00-0036266           J.Elliott     3       196.662432      2.574268       21.186824          12.733333   4.000000           Replacement   2.559459  FairlyPaid   -0.248545
94   00-0037270          O.Ogbonnia     3       195.101957      1.641740       29.178880           4.000000   0.994722          Run Defender   3.459329  FairlyPaid   -0.777522
95   00-0036213             R.Davis     3       186.939619      1.632330       20.184149          13.400000   7.000000           Replacement   2.007984  FairlyPaid    0.279502
96   00-0036909             K.Tonga     3       183.127802      2.333333       37.340611           0.666667   7.000000          Run Defender   2.508491  FairlyPaid    0.279502
97   00-0033929             M.Adams     3       182.819549      0.876481       16.585303           9.333333   2.625000           Replacement   1.774295  FairlyPaid   -0.490567
98   00-0034264            J.Holmes     3       182.158580      4.142012       34.911243           4.000000   0.396000          Run Defender   2.431528  FairlyPaid   -0.882906
99   00-0037283          J.Ridgeway     4       178.925361      0.677886       27.061060           0.000000   2.857500           Replacement   5.159631  FairlyPaid    0.029964
100  00-0029653               F.Cox     4       175.109612      8.120789       24.263192          62.600000  10.000000  Pass-Rush Specialist   7.066504  FairlyPaid    1.693001
101  00-0039908           K.Jenkins     4       166.609256      4.426559       27.766600          16.000000   1.965116              Balanced   6.883538  FairlyPaid   -0.177815
102  00-0037203               L.Ray     4       165.684372      0.637959       23.218995           2.000000   1.030000           Replacement   4.593615  FairlyPaid   -0.395545
103  00-0036430             K.Davis     4       163.049113      3.087515       20.255069          11.200000   1.650000           Replacement   4.480964  FairlyPaid   -0.251186
104  00-0034251            D.Ekuale     4       161.887963      2.890323       22.092174           9.733333   2.800000           Replacement   4.431328  FairlyPaid    0.016576
105  00-0039423             J.Laulu     4       160.800000      2.947368       32.421053           7.000000   1.031130          Run Defender   6.138749   UnderPaid   -0.395282
106  00-0039886             T.Sweat     4       159.165322      1.716738       29.184549           9.600000   2.388110          Run Defender   6.040920  FairlyPaid   -0.079327
107  00-0034818             D.Nnadi     4       158.017417      0.978503       22.506741           2.666667   1.422500           Replacement   4.265873  FairlyPaid   -0.304156
108  00-0038545             M.Smith     4       157.521878      2.172827       21.693307           4.000000   3.318674           Replacement   4.244690  FairlyPaid    0.137343
109  00-0038099            P.Mathis     4       156.590926      0.881716       21.889556           0.000000   1.195000           Replacement   4.204894  FairlyPaid   -0.357127
110  00-0039895              M.Hall     4       154.386207      6.896552       28.448276           7.000000   1.767457              Balanced   6.107249  FairlyPaid   -0.223838
111  00-0031557          J.Phillips     4       147.427701      3.033238        8.544682          14.666667   0.315000           Replacement   3.813191  FairlyPaid   -0.562023
112  00-0036220             D.Brown     4       144.138401      5.073368       36.785278           9.866667  24.000000          Run Defender   5.141616    OverPaid    4.952716
113  00-0033297             D.Jones     4       143.497072      1.045271       10.346889          16.600000  13.000000           Replacement   3.645168    OverPaid    2.391511
114  00-0032763           A.Johnson     4       139.129454      1.700692       16.304915           7.733333   2.000000           Replacement   3.458464  FairlyPaid   -0.169693
115  00-0033010               S.Day     4       134.159292      1.769912       30.678466           0.000000   0.443722          Run Defender   4.544404  FairlyPaid   -0.532052
116  00-0037294           J.Jackson     4       131.587842      2.431611       26.139818           4.000000   1.075000           Replacement   3.136081  FairlyPaid   -0.385067
117  00-0039906            J.Newton     4       129.722090      2.199817       21.081577          11.000000   2.439498           Replacement   3.056325  FairlyPaid   -0.067362
118  00-0039764           E.Chatman     4       129.400284      2.364066       22.695035          10.600000   0.234000           Replacement   3.042568  FairlyPaid   -0.580883
119  00-0038412             M.Ojomo     4       128.669388      3.265306       24.489796           6.000000   0.979446           Replacement   3.011325  FairlyPaid   -0.407316
120  00-0036881            J.Tufele     4       126.567901      3.292181       25.514403           3.666667   1.170000           Replacement   2.921492  FairlyPaid   -0.362948
121  00-0035334            K.Strong     4       125.875128      2.580972       31.747638          11.800000   0.302400          Run Defender   4.048629  FairlyPaid   -0.564957
122  00-0036954        L.Onwuzurike     4       122.150372      4.871060       16.905444          13.800000   1.215000           Replacement   2.732654  FairlyPaid   -0.352470
123  00-0036843        I.Loudermilk     4       120.000000      0.784314       28.235294           0.000000   1.627500           Replacement   2.640732  FairlyPaid   -0.256425
124  00-0039873            D.Carter     4       118.552381      2.539683       23.492063           4.000000   1.404512           Replacement   2.578850  FairlyPaid   -0.308345
125  00-0030500          N.Williams     4       116.809031      2.512115       29.572687           8.000000   1.377500          Run Defender   3.506057  FairlyPaid   -0.314634
126  00-0034387           B.Nichols     4       112.916607      2.716903       25.311249          15.733333   7.000000           Replacement   2.337936  FairlyPaid    0.994491
127  00-0036371              L.Fotu     4       112.353598      2.749795       29.478420           3.333333   0.396000          Run Defender   3.239416  FairlyPaid   -0.543163
128  00-0038506             J.Riley     4       104.067470      0.803213       21.686747           3.000000   0.234000           Replacement   1.959659  FairlyPaid   -0.580883
129  00-0031551           E.Goldman     4        99.871903      3.021148       19.939577           4.000000   1.255000           Replacement   1.780310  FairlyPaid   -0.343157
130  00-0035026            K.Givens     4        99.095367      3.635651       26.634444          15.333333   2.050000              Balanced   2.595714  FairlyPaid   -0.158051
131  00-0035073            J.Harris     4        93.645054      1.447960       32.405213           4.333333   0.315000          Run Defender   2.119781  FairlyPaid   -0.562023
132  00-0036948            T.Graham     4        87.087999      2.673704       25.551614           4.333333   1.265000           Replacement   1.233833  FairlyPaid   -0.340828
133  00-0034992             A.Watts     4        86.801342      2.150481       23.512014          13.866667   2.200000           Replacement   1.221579  FairlyPaid   -0.123126
134  00-0035946             M.Adams     4        83.675264      1.416141        8.920089           2.666667   0.315000           Replacement   1.087948  FairlyPaid   -0.562023
135  00-0035841             B.Jones     4        82.736846      1.505236        8.886246           6.333333   2.000000           Replacement   1.047833  FairlyPaid   -0.169693
136  00-0028171               L.Guy     4        80.546134      1.981203       29.381485           2.666667   1.210000          Run Defender   1.335861  FairlyPaid   -0.353634
137  00-0033347             J.Tupou     4        79.326562      2.444240       27.763984           4.000000   0.315000           Replacement   0.902053  FairlyPaid   -0.562023
138  00-0039889             M.Smith     4        73.767033      2.857143        9.010989          12.000000   2.004650           Replacement   0.664398  FairlyPaid   -0.168610
139  00-0034677            Ju.Jones     4        70.984199      1.601761        7.041692          28.800000  10.055000           Replacement   0.545439    OverPaid    1.705807
140  00-0037759              D.Leal     4        69.460194      4.854369       28.155340           1.333333   1.215000              Balanced   0.713577  FairlyPaid   -0.352470
141  00-0032412             D.Lowry     4        68.440464      1.874223       26.101686           2.000000   2.500000           Replacement   0.436702  FairlyPaid   -0.053275
142  00-0029890           M.Purcell     5        66.375325      3.057359       24.377706           3.000000   0.000000           Replacement   3.150000  FairlyPaid   -0.754813
143  00-0031054            Da.Jones     5        61.495770      1.466441        8.009024          10.000000   8.000000           Replacement   3.150000  FairlyPaid    2.855103
144  00-0035219             I.Buggs     5        61.437044      3.429108       19.135944           4.000000   1.292500           Replacement   3.150000  FairlyPaid   -0.171586
145  00-0037269           E.Johnson     5        58.460377      3.773585       23.396226           1.333333   0.995185           Replacement   3.150000  FairlyPaid   -0.305746
146  00-0035455           A.Huggins     5        57.982334      1.261830       26.498423           0.000000   1.055000           Replacement   3.150000  FairlyPaid   -0.278755
147  00-0038614           S.Matlock     5        53.900752      0.751880       23.308271           5.000000   1.003073           Replacement   3.150000  FairlyPaid   -0.302187
148  00-0039309            B.Murphy     5        50.369427      0.254777        8.917197           5.000000   4.020781           Replacement   3.150000  FairlyPaid    1.059522
149  00-0032463              K.Peko     5        47.368421      1.754386       21.637427           0.000000   0.315000           Replacement   3.079340  FairlyPaid   -0.612673
150  00-0039354           M.Jackson     5        44.056105      0.412939        4.955265           6.600000   1.399078           Replacement   2.952182  FairlyPaid   -0.123494
151  00-0032387              J.Reed     5        42.836596      5.390071       27.517730          49.400000   7.333333              Balanced   4.316544  FairlyPaid    2.554276
152  00-0036204            L.London     5        42.082353      0.000000       19.607843           0.000000   0.960000           Replacement   2.876411  FairlyPaid   -0.321623
153  00-0034677             J.Jones     5        40.145570      0.052896        0.370272          15.000000  10.055000           Replacement   2.802060    OverPaid    3.782400
154  00-0037832            Ka.Davis     5        39.182942      0.000000        7.675906           3.000000   0.948003           Replacement   2.765105  FairlyPaid   -0.327037
155  00-0037832             K.Davis     5        35.726630      0.771879        1.783977           4.800000   0.948003           Replacement   2.632420  FairlyPaid   -0.327037
156  00-0027723             A.Woods     5        34.805728      3.818616       40.572792           9.000000   2.250000          Run Defender   3.635894  FairlyPaid    0.260476
157  00-0032402          H.Ridgeway     5        33.642254      4.225352       42.957746           2.000000   3.250000          Run Defender   3.573363  FairlyPaid    0.711715
158  00-0031054             D.Jones     5        31.702538      1.200524        5.246258           9.000000   8.000000           Replacement   2.477938    OverPaid    2.855103
159  00-0034587          A.Anderson     5        29.417460      1.847575       36.951501           5.800000   1.170000          Run Defender   3.346301  FairlyPaid   -0.226863
160  00-0033913           C.Wormley     5        26.536095      1.183432       31.952663           4.000000   0.315000          Run Defender   3.191442  FairlyPaid   -0.612673
161  00-0035607          M.Copeland     5        26.395322      2.339181       33.918129           2.000000   0.289800          Run Defender   3.183876  FairlyPaid   -0.624044
162  00-0036430            Kh.Davis     5        25.146269      0.000000        2.558635           6.000000   1.650000           Replacement   2.226247  FairlyPaid   -0.010268
163  00-0035927            B.Fehoko     5        25.129870      0.000000       35.714286           0.000000   1.100000          Run Defender   3.115865  FairlyPaid   -0.258450
164  00-0032162            T.McGill     5        24.919816      1.843318       29.493088           7.000000   0.429322          Run Defender   3.104575  FairlyPaid   -0.561086
165  00-0035094              B.Mone     5        22.518519      1.481481       31.111111           0.000000   0.965000          Run Defender   2.975518  FairlyPaid   -0.319367
166  00-0032781         M.Ioannidis     5        22.302340      3.744150       24.336973           7.000000   5.900000           Replacement   2.117071  FairlyPaid    1.907500
167  00-0033940           J.Johnson     5        22.152558      0.367299        3.628364           4.000000   1.080000           Replacement   2.111321  FairlyPaid   -0.267475
168  00-0031938             C.Davis     5        22.110073      0.000000        2.974227           0.000000   1.255000           Replacement   2.109690  FairlyPaid   -0.188508
169  00-0037262            T.Booker     5        21.434563      2.912621       26.213592           5.800000   3.674000           Replacement   2.083758  FairlyPaid    0.903041
170  00-0031346             J.Ellis     5        21.069496      1.591512       26.525199           4.000000   1.165000           Replacement   2.069743  FairlyPaid   -0.229119
171  00-0036920         M.Tuipulotu     5        20.965517      3.448276       25.000000           4.000000   1.215000              Balanced   3.069116  FairlyPaid   -0.206557
172  00-0029657             A.Hicks     5        20.021490      4.514673       22.573363           6.600000   8.000000           Replacement   2.029511    OverPaid    2.855103
173  00-0038126           P.Winfrey     5        18.694737      2.923977       23.976608           1.000000   1.017500           Replacement   1.978578  FairlyPaid   -0.295677
174  00-0036649           Q.Bohanna     5        18.656604      0.754717       24.150943           4.000000   0.435111           Replacement   1.977114  FairlyPaid   -0.558474
175  00-0035910             T.Smith     5        18.287613      0.000000        4.763000           0.000000   1.030000           Replacement   1.962948  FairlyPaid   -0.290036
176  00-0036311               B.Roy     5        17.922408      2.675585       22.742475           0.000000   1.055000           Replacement   1.948928  FairlyPaid   -0.278755
177  00-0027855               N.Suh     5        17.314286      6.250000       19.642857           4.000000   2.187500           Replacement   1.925583  FairlyPaid    0.232273
178  00-0037585             T.Horne     5        16.259740      1.038961       22.857143           0.000000   1.075000           Replacement   1.885100  FairlyPaid   -0.269731
179  00-0034318          H.Mondeaux     5        15.742972      0.000000       22.489960           0.000000   1.010000           Replacement   1.865261  FairlyPaid   -0.299061
180  00-0036507          M.Dwumfour     5        10.823529      2.521008       11.764706           4.000000   1.030000           Replacement   1.676408  FairlyPaid   -0.290036
181  00-0033297            Dj.Jones     5        10.698577      1.171548        5.188285          16.600000  13.000000           Replacement   1.671611    OverPaid    5.111300
182  00-0035247              T.Hill     5         7.661459      1.502146        6.223176           6.600000   0.465800           Replacement   1.555018  FairlyPaid   -0.544626
183  00-0031938            Ca.Davis     5         5.351351      0.540541        4.504505           4.000000   1.255000           Replacement   1.466335  FairlyPaid   -0.188508
184  00-0036352             C.Davis     5         3.522883      0.540541        0.900901           6.600000   0.985000           Replacement   1.396141  FairlyPaid   -0.310342
185  00-0038978             B.Young     5         2.994652      0.000000        1.426025           0.000000   1.417178           Replacement   1.375863  FairlyPaid   -0.115326
186  00-0032871             A.Woods     5         2.482100      0.000000        3.341289           0.000000   1.035000           Replacement   1.356186  FairlyPaid   -0.287780
187  00-0036689            M.Wilson     5         1.085271      0.000000        1.550388           0.000000   0.750000           Replacement   1.302563  FairlyPaid   -0.416384
188  00-0034394             A.Brown     5         0.346535      0.000000        0.495050           0.000000   0.216000           Replacement   1.274203  FairlyPaid   -0.657345
189  00-0036081        B.Washington     5         0.000000           NaN             NaN          11.333333   5.250000           Replacement   1.260900  FairlyPaid    1.614194
190  00-0035179            J.Dalton     5         0.000000           NaN             NaN           0.000000   0.225000           Replacement   1.260900  FairlyPaid   -0.653284
191  00-0037181           R.Nichols     5         0.000000           NaN             NaN           0.000000   0.795000           Replacement   1.260900  FairlyPaid   -0.396078
192  00-0036373          R.Lawrence     5         0.000000           NaN             NaN           3.000000   1.055000           Replacement   1.260900  FairlyPaid   -0.278755
193  00-0036420              M.Agim     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
194  00-0036576           P.Hoskins     5         0.000000           NaN             NaN           0.000000   0.225000           Replacement   1.260900  FairlyPaid   -0.653284
195  00-0036558             D.Nixon     5         0.000000           NaN             NaN           0.000000   0.985000           Replacement   1.260900  FairlyPaid   -0.310342
196  00-0035985               D.Moa     5         0.000000           NaN             NaN           0.000000   0.216000           Replacement   1.260900  FairlyPaid   -0.657345
197  00-0034746             M.Hurst     5         0.000000           NaN             NaN          18.000000   0.315000           Replacement   1.260900  FairlyPaid   -0.612673
198  00-0038561               S.Ika     5         0.000000           NaN             NaN           0.000000   0.960000           Replacement   1.260900  FairlyPaid   -0.321623
199  00-0035928             E.Banks     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
200  00-0037280            M.Butler     5         0.000000           NaN             NaN           0.666667   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
201  00-0037363            M.McCall     5         0.000000           NaN             NaN           0.000000   0.915000           Replacement   1.260900  FairlyPaid   -0.341929
202  00-0037341             R.Perry     5         0.000000           NaN             NaN           0.000000   0.870000           Replacement   1.260900  FairlyPaid   -0.362235
203  00-0029630          M.Brockers     5         0.000000           NaN             NaN           0.000000   8.000000           Replacement   1.260900    OverPaid    2.855103
204  00-0037375            C.Hinton     5         0.000000           NaN             NaN           0.000000   1.030000           Replacement   1.260900  FairlyPaid   -0.290036
205  00-0037603             J.Peevy     5         0.000000           NaN             NaN          12.000000   0.960000           Replacement   1.260900  FairlyPaid   -0.321623
206  00-0037627            M.Greene     5         0.000000           NaN             NaN           0.000000   1.087500           Replacement   1.260900  FairlyPaid   -0.264090
207  00-0037660             P.Emili     5         0.000000           NaN             NaN           0.000000   0.802500           Replacement   1.260900  FairlyPaid   -0.392693
208  00-0037662            C.Brewer     5         0.000000           NaN             NaN           4.000000   0.234000           Replacement   1.260900  FairlyPaid   -0.649223
209  00-0034363             D.Senat     5         0.000000           NaN             NaN           2.000000   1.125000           Replacement   1.260900  FairlyPaid   -0.247169
210  00-0034325        T.Stallworth     5         0.000000           NaN             NaN           0.000000   1.125000           Replacement   1.260900  FairlyPaid   -0.247169
